@relation 'x'
@attribute 'LATITUDE' numeric
@attribute 'LONGITUDE' numeric
@attribute 'PARCELNO' numeric
@attribute 'SALE_PRC' numeric
@attribute 'LND_SQFOOT' numeric
@attribute 'TOT_LVG_AREA' numeric
@attribute 'SPEC_FEAT_VAL' numeric
@attribute 'RAIL_DIST' numeric
@attribute 'OCEAN_DIST' numeric
@attribute 'WATER_DIST' numeric
@attribute 'CNTR_DIST' numeric
@attribute 'SUBCNTR_DI' numeric
@attribute 'HWY_DIST' numeric
@attribute 'age' numeric
@attribute 'avno60plus' numeric
@attribute 'month_sold' numeric
@attribute 'structure_quality' numeric
@data
25.5650921174,-80.3519314938,1.80836429456282e-311,214000,3909,1739,962,8394.8,13791.3,2882.9,93041.4,46554.5,3530.9,26,0,1,4
25.5651688411,-80.3353375451,1.8083593442869e-311,221000,4080,1260,0,13712.5,9120.4,6832.7,90051,45351.8,8997.4,5,0,2,4
25.5652295502,-80.3522521373,1.80836429458752e-311,245000,3359,1886,923,8289.3,13919.5,2786.6,93058.8,46526.6,3427.3,16,0,10,4
25.5653069511,-80.3515978702,1.80836429448377e-311,195000,3200,1425,0,8485.9,13787.9,3015.3,92919.7,46452.6,3649.9,16,0,2,4
25.5653962051,-80.352047105,1.808364294548e-311,250000,4125,1397,0,8314.7,13902.1,2852.9,92966.1,46453.7,3478.4,6,0,10,4
25.5654123728,-80.351622039,1.80836429448871e-311,234000,3232,1739,0,8467.2,13822.8,3015,92889,46415.3,3641.6,11,0,12,4
25.5654414959,-80.3524560577,1.80836430929092e-311,220000,4811,1886,0,8211.5,13982.8,2753.5,93024.9,46449.5,3381,30,0,10,4
25.5654726451,-80.3383702481,1.80835932470708e-311,255000,3383,2252,0,12734.7,10151.9,6174.6,90486.9,45404.9,8028.7,16,0,3,4
25.5654857728,-80.3521177309,1.80836429454306e-311,234000,3657,1739,0,8279.2,13939.5,2833.1,92951.5,46432.4,3450.8,16,0,10,4
25.5655273625,-80.3557595811,1.5119248774833e-311,301900,10000,2362,0,7138.6,14709.3,1701.2,93598.9,46730.6,2273.3,10,0,12,4
25.5657630765,-80.3513300085,1.80836428956288e-311,256500,3200,1673,756,8529.3,13851,3131.9,92740.4,46282.5,3737.2,7,0,12,4
25.5658763229,-80.3528321965,1.51192487741907e-311,245000,7500,1984,3525,8020.4,14188.4,2658.4,92975.6,46344.9,3226.4,21,0,9,2
25.5658896175,-80.3371409943,1.80835935911875e-311,250000,4699,1461,0,13082.1,9748.5,6558.8,90138,45189.7,8407.2,2,0,11,4
25.565942933,-80.3360763726,1.80835935892113e-311,235000,4590,1687,7016,13426.9,9406.8,6828.8,89937.6,45111.7,8759.9,5,0,3,4
25.565942933,-80.3360763726,1.80835935892113e-311,270000,4590,1687,7016,13426.9,9406.8,6828.8,89937.6,45111.7,8759.9,5,0,11,4
25.5660667404,-80.336076947,1.80835935891619e-311,225000,4590,1687,1472,13419.7,9414.8,6858.7,89899.4,45067.4,8760.3,10,0,2,4
25.5661767724,-80.3391885237,1.80835932460333e-311,225000,3473,1452,0,12424.7,10453.8,6174.1,90411.7,45194.1,7764.2,6,0,11,4
25.5662797227,-80.3383190625,1.80835932464285e-311,225000,3473,1590,0,12698.7,10176.8,6391.1,90223.9,45109.3,8040.2,10,0,7,4
25.5664553677,-80.3387291996,1.80835932458851e-311,230000,3511,1590,0,12565.5,10330.3,6356.8,90250.6,45074.9,7920.8,15,0,10,4
25.5665393107,-80.3329432667,1.80832485868269e-311,210000,4080,1232,2192,14444.8,8459.5,7721.5,89206.9,44715.3,9824.8,7,0,5,4
25.5667385329,-80.3366026937,1.80835935931638e-311,255000,4590,1854,1472,13240.6,9662.6,6898.5,89774.4,44836.9,8606.5,10,0,1,4
25.5668397248,-80.3340303177,1.80835934404975e-311,295000,6176,1832,37958,14033.2,8809.2,7528,89274.1,44646.2,9414.5,20,0,4,4
25.5668669808,-80.3373317626,1.80835935928674e-311,266500,4590,1727,1940,12997.8,9907.3,6764.1,89863.8,44834.7,8367.5,3,0,7,4
25.566897014,-80.3472518877,1.80831988315014e-311,270000,10217,1717,0,9742.8,13105.1,4528.9,91603.1,45484,5089.3,10,0,3,4
25.5669062464,-80.3467980929,1.80831988314025e-311,255000,10222,1717,0,9889.5,12959.5,4677.5,91519.4,45446.5,5238.5,16,0,5,4
25.5669542196,-80.334609845,1.80835934434619e-311,215000,4080,1260,0,13859.1,9008.9,7459.6,89376.7,44650.4,9249.7,9,0,3,4
25.567024649,-80.3404514994,1.80835932431677e-311,295000,3722,1684,0,11958.2,10912.1,6143,90375.3,44984.4,7334.1,4,0,10,4
25.5670278467,-80.3382269517,1.80835932441558e-311,329000,4268,2252,0,12692.1,10199.4,6608.6,89969.7,44825.8,8076.8,6,0,9,4
25.5670398705,-80.3337167068,1.8083248581491e-311,222000,4768,1264,2284,14143.7,8723,7677.6,89200.9,44597.4,9538.1,9,0,8,4
25.5670435337,-80.3501016244,1.80831987308108e-311,278000,9410,2114,0,8810.9,13949.9,3635.7,92103.9,45676,4131.6,18,0,11,4
25.5671669218,-80.3560455721,1.80831982988492e-311,255000,8268,1809,1440,6887.1,15226.6,1886.5,93173.7,46196.7,2188.7,25,0,4,2
25.5672231429,-80.3333070959,1.80832485858882e-311,315000,4516,2293,0,14293,8630.3,7831.4,89055.8,44487.4,9699.1,10,0,10,4
25.5674664084,-80.3494876576,1.8083198731206e-311,269900,12000,2423,1896,8934.9,13832.8,3876.3,91846.7,45491.8,4297.3,33,0,2,4
25.5675018258,-80.3331774253,1.80832485857893e-311,220000,4080,1672,0,14326.9,8615.4,7848.3,88947.4,44380.3,9743.6,16,0,11,4
25.56777812,-80.3320453015,1.80832485836154e-311,280000,4111,2293,1245,14660.4,8259.8,7473.8,88678.1,44253.4,10085.7,16,0,4,4
25.5678196566,-80.3561815399,1.80831982920311e-311,235000,7700,1304,4306,6780.9,15437.1,1837.3,93010.7,45995.3,2129,10,0,7,2
25.5678560733,-80.3689372862,1.51187546588419e-311,131000,10575,1333,2834,2788.3,18327.8,463.2,95481.7,47428.7,1956.8,31,0,6,2
25.5678960887,-80.3453493835,1.80832482867314e-311,375000,7326,2860,37115,10294.4,12536.9,5227,90972.9,45010.9,5697.6,25,0,8,4
25.5679033567,-80.3333073319,1.80832485850976e-311,215000,4579,1570,0,14266.4,8691.2,7912.7,88843.9,44242,9698,16,0,8,4
25.5681845591,-80.3330551102,1.80832485849494e-311,243000,4080,1570,0,14342.2,8641.4,7853.1,88714.6,44129,9784.5,6,0,5,4
25.5682399751,-80.3561869784,1.80831982919323e-311,205000,7700,1114,1190,6749.3,15554.5,1831.5,92889.1,45852.7,2129.6,10,0,3,2
25.5682514647,-80.3375695447,1.80832484391507e-311,372000,6930,2505,21500,12844.9,10072.2,7074.9,89469.4,44342.9,8284.4,11,0,7,4
25.5684691266,-80.3347439151,1.80832486347018e-311,372000,9618,2597,0,13723.3,9179.5,7757.7,88878.7,44079.6,9168.2,14,0,12,4
25.5685864532,-80.3547270608,1.80831982891161e-311,230000,7500,998,19884,7213.1,15337.7,2326.5,92506.3,45579.8,2626.4,11,0,8,2
25.568671788,-80.3374621132,1.80832486337137e-311,285000,6666,1886,0,12866.5,10076.4,7216,89323,44188.3,8322,4,0,2,4
25.5688079857,-80.3497514398,1.80831981403529e-311,2e+05,7500,2098,1500,8808.6,14029.9,3944.9,91519.1,45039.8,4244.4,0,0,4,4
25.56911436,-80.3446149167,1.80832482874231e-311,307000,6868,2287,0,10481.5,12389.5,5489.6,90468,44524.8,5942.9,15,0,1,4
25.5692768256,-80.3549515961,1.80831982877821e-311,277000,7500,1687,20588,7103.5,15577.8,2261.6,92343.3,45362,2555,15,0,12,2
25.5693810673,-80.3365216495,1.80832486321821e-311,334900,6666,2597,0,13156.6,9847.8,7613,88939.6,43879.8,8636.2,14,0,9,4
25.5695443802,-80.344984464,1.80832482872255e-311,290000,7994,1863,21931,10361.1,12554.2,5329.3,90403,44388.5,5837.4,15,0,2,4
25.5696364634,-80.3378459981,1.80832484374214e-311,307000,6666,2143,4914,12715,10292.5,7397.4,89094.1,43866,8200.8,7,0,7,4
25.5696478937,-80.3370450009,1.80832486318857e-311,325000,6666,2597,0,12978.6,10041.1,7549.5,88949.5,43814.5,8465.1,14,0,7,4
25.5698386384,-80.3477406833,1.8083248335051e-311,355000,7543,2649,33416,9438.4,13454.1,4445.7,90823.3,44514.5,4922.3,14,0,10,2
25.5699724312,-80.3432270109,1.80832484347535e-311,360000,9894,3004,0,10934.7,12023.2,5810,89930.7,44076.6,6426.2,23,0,12,4
25.5699812872,-80.350436363,1.80831981382284e-311,254000,8625,1670,1992,8560.3,14341.2,3619.8,91274,44682,4048.8,9,0,2,4
25.5699878648,-80.3526609081,1.80831982869916e-311,213000,9565,1270,3350,7822.1,15052.8,2958.2,91700,44895.6,3306.6,21,0,1,2
25.5700248527,-80.3429347171,1.80832484348523e-311,207000,11650,2366,0,11000.1,11907.5,5872.1,89879.7,44055.6,6494.6,23,0,10,4
25.5700754312,-80.3354539807,1.80832486313916e-311,338000,8690,2597,0,13492.1,9561.2,7742.6,88526.5,43556.4,8990.3,14,0,4,4
25.570080013,-80.3376511213,1.80832484363345e-311,280000,7326,1975,3494,12770.4,10271.2,7298,88917.5,43688.6,8267.4,12,0,6,4
25.5701162123,-80.3344569654,1.80832486316386e-311,315000,7326,2176,0,13821.7,9249.8,7958.4,88348.4,43498.9,9320.7,4,0,9,4
25.5704026326,-80.3588791757,1.80831982366463e-311,350000,8250,2365,2920,5773.2,16724.8,1008.2,92762.6,45376,1273.2,0,0,9,4
25.5704676871,-80.3555675975,1.80831982379803e-311,240000,11174,1446,1216,6859.3,16023.6,2051.1,92089.2,44988.4,2362.2,18,0,1,2
25.5705673645,-80.3409946672,1.80832489296096e-311,334900,5000,1888,4120,11670.3,11391.8,6471.5,89376,43739,7178.3,0,0,4,4
25.5705691288,-80.3408430057,1.8083248929659e-311,280000,5000,2086,0,11720.2,11344.1,6519.7,89348.1,43728,7228.3,9,0,9,4
25.5705882929,-80.3400170708,1.80832489299061e-311,411600,6286,2580,0,11985.9,11081.6,6718.8,89173.1,43643.7,7494.2,0,0,12,4
25.5706032129,-80.3545109664,1.80831982382273e-311,265000,10354,1472,5266,7173.3,15670.9,2303.3,91852.2,44849.1,2679.6,13,0,8,2
25.5706446759,-80.3350304309,1.80832484826778e-311,3e+05,6854,2217,2038,13627.2,9481,7700.4,88287,43340.9,9136.2,11,0,11,4
25.5706474806,-80.3531299003,1.80831982392649e-311,210000,8140,1732,16544,7642.4,15247,2704.1,91583,44706,3150.9,27,0,11,2
25.5707058326,-80.3287881027,1.80832977441353e-311,250000,5949,1362,29472,15685.6,7487.1,6745.6,87198.1,43033.9,11195.8,11,0,10,2
25.5708868173,-80.3267911976,1.80832976433954e-311,270000,9893,1426,32400,16306,6856.4,6145.3,86787.9,42883.4,11822.5,18,0,11,2
25.570898542,-80.3548949081,1.80831982369922e-311,255000,12470,1355,1100,7058.8,15828.6,2137.1,91831.4,44766.8,2581.2,7,0,11,2
25.5709799931,-80.3410019452,1.8083248930746e-311,365800,5889,2405,600,11659.2,11426.3,6401.8,89249.2,43591.8,7176.7,0,0,4,4
25.5709841995,-80.3406426621,1.80832489308448e-311,365000,6000,2405,8780,11777,11310.8,6486.3,89182.9,43565.7,7294.6,0,0,8,4
25.5710360183,-80.3380466175,1.80832484849999e-311,315000,5175,2217,2038,12637.1,10487.1,6951.4,88704.4,43379.1,8155.6,11,0,2,4
25.5710582624,-80.3287791696,1.80832977419615e-311,340000,5500,2140,25488,15692.2,7527.4,6799.8,87095.8,42913.8,11210.6,8,0,7,2
25.5711935374,-80.3405385569,1.80832489309436e-311,358125,5127,1998,0,11790.6,11281.8,6449.7,89109.6,43503.8,7312.1,0,0,1,4
25.5712126691,-80.3522429399,1.80831982395613e-311,166000,10530,1310,9086,7940.1,15017.8,2889.2,91232.8,44402.5,3466.1,57,0,10,2
25.571244047,-80.3383229046,1.80832484851482e-311,3e+05,5000,1936,0,12520.6,10575.9,6843.1,88698.4,43343.1,8042.7,11,0,12,4
25.5712643989,-80.357474895,1.808319819055e-311,170000,9361,1358,395,6210.9,16653.8,1379.8,92231.7,44926.3,1742.3,50,0,3,2
25.5712871549,-80.3560745242,1.80831981908464e-311,244000,8250,1570,2551,6680.3,16258.3,1752.3,91958.7,44772.5,2214.1,21,0,4,2
25.5713345024,-80.3286243756,1.80832977421591e-311,249000,5500,2140,0,15736,7498.3,6755.4,86971.2,42796.6,11259.4,28,0,9,2
25.5714072856,-80.3590845786,1.80831990270525e-311,190000,3893,1197,0,5693.8,17070,939.8,92533.1,45082.7,1231.7,9,0,9,4
25.5714347653,-80.3400859206,1.80832489316847e-311,280000,5000,2056,0,11938.7,11157,6455.1,88955.3,43388.3,7464.3,8,0,10,4
25.571444905,-80.3342327225,1.80832484831225e-311,317000,5000,2217,4156,13868.1,9281.1,7671.6,87915.7,43037.4,9392.9,11,0,7,4
25.5714703995,-80.3405417693,1.80832489310424e-311,319000,5000,2056,0,11788.1,11306.1,6363.8,89026.3,43406.1,7314.6,9,0,9,4
25.571471335,-80.3545209994,1.80831981911923e-311,205000,8250,1315,1580,7184.6,15767.3,2167.1,91609,44550.9,2725.6,30,0,4,2
25.5715923627,-80.3560894781,1.80831981902041e-311,195000,8366,1238,1896,6673.2,16289,1691.1,91872.2,44670.4,2216.9,39,0,5,2
25.5715992904,-80.3417062695,1.80832489290661e-311,285000,5000,2086,0,11404.1,11690.5,6087,89197.4,43440.5,6933.5,9,0,6,4
25.5716010041,-80.3346933127,1.80832484855928e-311,235000,5366,1534,2038,13716.9,9440.4,7522.8,87954.5,43006.5,9244.1,11,0,11,4
25.5716428898,-80.3467918989,1.80832482370778e-311,198000,4275,1318,3339,9742.8,13337.4,4527,90138.9,43817.5,5278.3,15,0,2,4
25.5717247479,-80.3362689493,1.80832484842588e-311,370000,8161,2433,22000,13178.1,9957.6,7147.5,88161.2,43011,8707.9,12,0,12,4
25.5717297024,-80.3517903482,1.80831982388202e-311,220000,13018,1478,18547,8061.4,14907.2,2924.9,90998.3,44177.3,3607.7,57,0,10,2
25.5718254279,-80.3617253526,1.80831990280407e-311,222000,4500,1388,0,4832.4,17747.5,77.5,92916.9,45219.8,394.1,9,0,8,4
25.5718391724,-80.3395626083,1.8083248488162e-311,285000,5551,1534,30576,12105.3,11018.8,6426.2,88735.2,43208.7,7638.5,12,0,10,4
25.5718496386,-80.3541690759,1.80831981898089e-311,260000,8923,1658,1185,7292.3,15680.5,2210.8,91426.8,44383.1,2846.7,19,0,5,2
25.5721581653,-80.3520538859,1.8083198192378e-311,185000,8671,1327,0,7981.2,15026,2794.6,90939.3,44072.8,3541.7,50,0,5,2
25.5723957558,-80.3270192783,1.80832976429013e-311,220000,5346,1274,0,16271,7128.1,6129,86388.3,42363.5,11806.7,3,0,1,2
25.5725195428,-80.3363912271,1.80832484902864e-311,345000,8606,2244,30312,13148,10054,6874.6,87974.5,42745.1,8697.3,12,0,11,4
25.5725621922,-80.3417190857,1.80832489287203e-311,307500,5000,2086,4762,11402.9,11775.4,5823.6,88907.5,43099.6,6954,9,0,9,4
25.5726040449,-80.3400986998,1.80832489320305e-311,270000,5000,1918,0,11937.2,11259.2,6099.8,88601.5,42973,7487.6,9,0,8,4
25.572617071,-80.3541392973,1.80831981882279e-311,250000,9084,1685,2923,7306.8,15736.2,2099.4,91198.1,44117.7,2890.4,29,0,10,2
25.5726461295,-80.3411776669,1.80832489300543e-311,340000,5000,1888,0,11606.7,11626.6,5882.2,88777,43012.9,7157.6,0,0,8,4
25.5726499878,-80.3408741827,1.80832489299555e-311,370000,5000,2665,34070,11706.9,11529.6,5935.4,88720.9,42990.4,7257.6,9,0,10,4
25.5729379841,-80.3391091365,1.80832484929544e-311,260000,5000,1737,1008,12266.5,10972.9,6196.7,88321.5,42788.5,7822.7,12,0,11,4
25.5730088539,-80.3363037964,1.80832484901382e-311,283000,5000,1534,432,13191.7,10088.3,6787,87799.3,42591,8746.4,12,0,5,4
25.5730798328,-80.3388079209,1.80832484927568e-311,265000,5000,2336,720,12367.4,10890.2,6218.2,88224.2,42718.5,7926.3,12,0,8,4
25.5731542942,-80.3401047132,1.80832489322282e-311,330000,5000,2911,0,11941.2,11310.2,5935.8,88435.3,42777.6,7503.5,10,0,9,4
25.5731563853,-80.3354721376,1.80832484896936e-311,389900,5000,2433,34171,13467.4,9840.9,6944.2,87607,42490.9,9024.1,12,0,11,4
25.5733301148,-80.3415017745,1.8083248928325e-311,310000,5000,2056,0,11507.9,11789.7,5615.4,88628.5,42792.9,7075.1,10,0,11,4
25.5734277233,-80.3529703151,1.8083198194799e-311,211500,8250,1547,8391,7711.3,15447.9,2364.7,90734,43717.7,3324.8,50,0,3,2
25.573480923,-80.358740962,1.80831990765579e-311,210000,4550,1388,0,5841.4,17314.3,617.1,91848.8,44319.7,1489.2,18,0,3,4
25.5735795498,-80.3559111139,1.80831980010758e-311,250000,8250,1253,1345,6763.9,16404.1,1434.5,91254.2,43966.7,2392.3,11,0,10,2
25.5737689587,-80.3371246685,1.80832484941896e-311,319000,6784,2217,0,12949.4,10436.2,6399.2,87701.6,42346.5,8520.8,12,0,11,4
25.5737903973,-80.3349392412,1.80832484887054e-311,270000,5425,1737,720,13677.1,9751.1,6918.2,87309.4,42212,9244,12,0,5,4
25.5737970213,-80.334382169,1.80832484888537e-311,325000,8747,2217,1008,13820.8,9514.5,7064,87176,42168.6,9386.9,12,0,5,4
25.5739441063,-80.3579731704,1.80831982006289e-311,220000,7802,1137,0,6081.7,17071.7,754.4,91553,44075.3,1749.3,7,0,3,2
25.5740256147,-80.3549005197,1.80831980001371e-311,185000,9515,1159,760,7100.8,16102.2,1692.1,90923.2,43702.7,2753.5,41,0,7,2
25.5740771229,-80.3614603974,1.80831989287335e-311,198000,5493,1323,0,4952.1,18184,63,92233.2,44437.6,669.4,27,0,12,4
25.574196427,-80.3586666796,1.80831990776943e-311,232500,4040,1306,6928,5876,17278.1,521.9,91632,44083.8,1564.3,8,0,12,4
25.5742179823,-80.3313236075,1.80832978412686e-311,295000,5923,1912,0,14844.5,8535.1,6794.6,86543.5,41889.4,10415.9,8,0,11,4
25.5742648059,-80.3570098548,1.80831979995442e-311,225000,8250,1114,0,6426.3,16745.7,1008.3,91265.4,43848.6,2098.1,11,0,10,2
25.5742662335,-80.3612610705,1.80831989286347e-311,185000,4000,1193,0,5042.6,18114.1,52.7,92144.8,44354.6,765.4,12,0,3,4
25.5742694856,-80.3366333379,1.80832487835638e-311,319900,6000,2354,0,13128.1,10247.9,6382,87456.5,42129.9,8708.2,11,0,10,2
25.5742846928,-80.3582953105,1.80831990771014e-311,204900,4036,1193,0,6000.3,17152.5,618.7,91532.7,44011.2,1689.5,4,0,7,4
25.5743006094,-80.3298701595,1.8083297842405e-311,362000,9269,3155,35262,15296.8,8037.1,6356,86250.3,41790.1,10867.7,26,0,10,4
25.5743179637,-80.3631347193,1.80831989301663e-311,174000,4192,1193,0,4429.7,18700.4,575.7,92473.9,44550.2,168,22,0,5,4
25.5744394826,-80.3493665969,1.80831981971211e-311,270000,8984,1606,34410,8923.2,14291.1,3356.2,89744.6,43036.2,4551.6,40,0,3,2
25.5744755648,-80.3459213864,1.80832477442967e-311,312000,11734,1943,31600,10047.7,13184.5,4375.1,89079.8,42720.8,5658.5,30,0,5,2
25.5745069732,-80.3283195109,1.80832978398359e-311,285000,5450,2140,19674,15857.6,7566.8,5939.1,85950.1,41667,11430.4,27,0,11,4
25.5745917743,-80.3441023948,1.80832477467671e-311,219000,8250,1527,1304,10653.3,12602.9,4784.6,88718.5,42545.6,6260,30,0,7,2
25.574597152,-80.3369369361,1.80832487829215e-311,358000,6000,2752,2330,13036.4,10319.2,6227.6,87410.8,42031.2,8623.8,11,0,8,2
25.5746015559,-80.3391394328,1.80832487797101e-311,271000,5000,1829,0,12289.9,11011.3,5725.6,87821.5,42198.9,7883.8,12,0,8,2
25.5746912124,-80.3468176325,1.80832477432592e-311,250000,9840,1638,29383,9756.6,13447.3,4071.2,89187.9,42727.7,5378.8,60,0,5,2
25.5747258127,-80.3509331756,1.80831981938602e-311,230000,8800,1315,990,8419.3,14766.2,2859.6,89965.9,43072.7,4074.3,15,0,7,2
25.5747389495,-80.3383845131,1.80832487807476e-311,270000,5000,1829,0,12542.2,10757.7,5858.2,87643.6,42101,8137.3,12,0,9,2
25.5748677,-80.3493688565,1.80831981972199e-311,251000,7875,1412,0,8938.9,14248.9,3287.8,89622.2,42892.2,4582.9,10,0,1,2
25.5748728935,-80.3391407625,1.80832487798089e-311,320000,5000,2354,0,12297.7,10991.9,5652.1,87739.3,42102.4,7897.6,12,0,6,2
25.5749816616,-80.3532068615,1.8083197993566e-311,252500,8250,1447,20937,7696.6,15471.1,2185.6,90323,43203,3380,21,0,2,2
25.5750380502,-80.3350880589,1.80832487882574e-311,350000,6300,2752,0,13649.9,9686.4,6581.3,86952.1,41774.7,9248.3,11,0,5,2
25.5750438941,-80.3341921016,1.80832487885045e-311,359900,6300,2927,2166,13945.9,9396.8,6820.2,86789,41720.4,9537.3,11,0,9,2
25.5750499822,-80.3338269175,1.80832487886033e-311,380000,6300,3096,0,14066.1,9278.9,6915.6,86722.6,41698.7,9656.9,11,0,9,2
25.5750694811,-80.3529998737,1.80831979936154e-311,207000,8250,1275,1853,7769.8,15396.6,2225.7,90259.8,43154.2,3454.8,21,0,12,2
25.5751522488,-80.3459281683,1.80832477441485e-311,250000,9840,1549,576,10069.7,13123.8,4291.2,88882.5,42488.6,5704.1,20,0,7,2
25.5753961229,-80.3358902835,1.80832487819828e-311,280800,5250,1829,0,13379.9,9901.6,6299.5,86994.1,41712.7,8983.4,12,0,8,2
25.5754887283,-80.3328690353,1.80832487893938e-311,412000,6300,3096,0,14395.1,8937.1,7019,86420.2,41492.4,9992.2,11,0,8,2
25.5756155949,-80.3270497278,1.80832974970531e-311,210000,4060,1438,0,16311.1,7067.6,5368.3,85388.8,41213.5,11902.8,10,0,4,4
25.5756961338,-80.3483653993,1.80831981975163e-311,246000,8168,1535,576,9305.9,13857.6,3474.6,89182.9,42502.4,4980,15,0,1,2
25.5758101254,-80.325213779,1.80832967572886e-311,339000,9450,2321,19832,16903.1,6446.3,4825.7,84994.6,41064.6,12493.4,23,0,11,2
25.575847241,-80.3212068423,1.80832971976987e-311,285100,9828,2246,24692,18217,5165.7,3883.4,84319.8,40956.6,13802.7,41,0,3,2
25.5759808683,-80.338574861,1.80832487841073e-311,276000,5500,2100,2621,12541.2,10747.9,5487.3,87296,41646,8173.3,11,0,10,2
25.5760764012,-80.3212213561,1.80832971977481e-311,327000,8610,2117,32862,18220.3,5154.9,3821.4,84248.2,40868.4,13810.8,26,0,7,2
25.5761268148,-80.3229153057,1.80832969028898e-311,289000,8276,2229,27719,17672.8,5690.6,4184.4,84508.5,40882.5,13264.4,42,0,4,2
25.5761344225,-80.3224405923,1.8083296902791e-311,295000,8276,2397,22610,17829.6,5540.9,4071.7,84427.2,40868.1,13420.7,42,0,8,2
25.576202053,-80.3377041995,1.80832487844037e-311,319000,5500,2354,0,12836.3,10450.1,5647.7,87071.2,41510.9,8470.9,11,0,11,2
25.5762192673,-80.3542432489,1.80831979960858e-311,252000,8250,1423,425,7448.1,15695.5,1649.3,90159.5,42880.7,3184.2,11,0,10,2
25.576391779,-80.3495516907,1.80831979418867e-311,232000,8250,1173,5395,8968.2,14171.6,3021.7,89211.1,42364.6,4674.1,12,0,8,2
25.5764134996,-80.3258827218,1.8083296756004e-311,310000,14012,2379,0,16674.6,6574.6,4830.3,84885.2,40838.7,12278.6,43,0,11,2
25.5764435695,-80.3545057464,1.80831979958881e-311,255000,9581,1846,0,7380.2,15759.2,1532.9,90141.9,42831.6,3122.9,30,0,4,2
25.5765491145,-80.322925607,1.80832969025439e-311,290000,8276,2235,1152,17682.9,5650.3,4081.8,84378.3,40730.4,13280.5,27,0,1,2
25.5765532469,-80.3226687871,1.80832969025933e-311,270000,8712,1901,1264,17765.3,5566.8,4017.5,84333.1,40722.3,13362.5,27,0,11,2
25.5766144898,-80.3565735052,1.80830004624153e-311,235000,8630,1527,3816,6730.5,16416,951,90493.1,42993.1,2479.4,36,0,5,2
25.5766213952,-80.3423442225,1.80832486825274e-311,180000,3585,1364,712,11318.5,11848.1,4520,87783.4,41686.9,6982.4,13,0,8,4
25.5766425691,-80.3430266634,1.80832486812428e-311,195000,3450,1364,712,11099.2,12063.5,4375.1,87904.1,41731.3,6767.4,13,0,12,4
25.5766637742,-80.3499982752,1.80831979424796e-311,151000,8250,1009,1424,8843.5,14291.7,2852.3,89216.4,42312.1,4561.8,62,0,4,2
25.5766688854,-80.3335636197,1.80832487910736e-311,385000,7658,2927,0,14181.6,9051.7,6640.4,86181.6,41122,9808.7,11,0,2,2
25.5767616332,-80.3347266342,1.80832487905795e-311,382500,6300,3096,0,13835.5,9435.3,6316.9,86358.5,41134.6,9465.7,10,0,11,2
25.5768367212,-80.3635681813,1.80831983439574e-311,247500,7725,1788,1600,4563.9,18643.9,1003.8,91825.5,43746.7,231.6,28,0,5,2
25.5768464247,-80.3266213292,1.8083296758425e-311,362000,8925,2238,29208,16458.2,6794.6,4975.6,84903.6,40722.3,12070.6,13,0,3,2
25.5769094144,-80.3566254841,1.80830004619707e-311,2e+05,8480,1485,4942,6743.1,16410.3,868.1,90418.9,42900.2,2491,48,0,9,2
25.5769385473,-80.3426353683,1.80832486822804e-311,170167,3565,1518,712,11242.1,11908.5,4370.1,87742.2,41596.8,6917.4,13,0,11,4
25.5769385473,-80.3426353683,1.80832486822804e-311,202000,3565,1518,712,11242.1,11908.5,4370.1,87742.2,41596.8,6917.4,13,0,12,4
25.5770274417,-80.3441259969,1.80832477482493e-311,260000,10855,2572,6380,10752.8,12363.7,4018.6,87967.3,41659.5,6443.3,59,0,5,2
25.5771325051,-80.3193463731,1.80832984328134e-311,365000,7925,2568,0,18883,4472.3,3139.6,83605.7,40442,14484.7,10,0,9,4
25.5771879383,-80.3302564686,1.808329788944e-311,285000,4060,2625,0,15312.6,7973.1,5981.9,85467.3,40777.5,10940,26,0,5,4
25.5772228316,-80.3321130893,1.80832487871211e-311,360000,6900,3301,2208,14686.7,8541.7,6507.6,85757.8,40849.1,10320.5,10,0,12,2
25.5773246265,-80.3354295012,1.80832487854413e-311,375000,6604,3096,25481,13611.5,9584.9,6002.7,86317.3,40990.7,9262.1,11,0,6,2
25.5774658044,-80.3443423818,1.80832477481504e-311,247500,11176,1760,19688,10722.4,12400.7,3842.2,87890.8,41521.1,6425.1,59,0,3,2
25.5775175728,-80.3340928243,1.80832487858859e-311,360000,8146,3096,0,14057.7,9144,6337,86022.1,40842.5,9706.9,11,0,5,2
25.5775390895,-80.346798896,1.8083000366863e-311,287000,8250,1505,24506,9943.5,13193.9,3437,88348.4,41717.1,5665.9,16,0,9,2
25.5775823101,-80.3309800826,1.80832979391925e-311,290000,6173,1923,2288,15078.6,8154.1,6123.7,85469.7,40656.6,10718.4,14,0,10,4
25.5775887282,-80.3441055874,1.8083247748101e-311,245000,10647,1598,948,10809.4,12328.2,3841.7,87814.6,41459.5,6516.5,25,0,5,2
25.5775948572,-80.3640284399,1.80831983430186e-311,230000,7500,1434,2692,4540.1,18753.3,1208.9,91702.4,43547.7,131.4,19,0,10,2
25.5776272923,-80.3250656801,1.80832968528903e-311,290000,12177,2350,22199,16991,6229.7,4375.5,84392.7,40372.2,12612.6,42,0,7,2
25.5777312048,-80.3586515024,1.80831984359524e-311,291400,14475,2395,2214,6178.3,16969.4,145.7,90571.5,42828.3,1862.1,48,0,8,4
